"Language","Source Text","Translated Text"
"de","5 Participation","5. Beteiligungsrechte gemäss Beiblatt"
"de","6 Board","6. Verwaltungsratsentschädigungen"
"de","7 Other","7. Andere Leistungen"
"de","7 Other description","7. Beschreibung andere Leistungen"
"de","8 Gross salary","8. Bruttolohn total"
"de","9 Deductions AHV/IV/EO/ALV/NBUV","9. Beiträge AHV/IV/EO/ALV/NBUV"
"de","10.1 Deduction pension","10.1 Ordentliche Beiträge berufliche Vorsorge"
"de","10.2 Deduction pension additional","10.2 Beiträge für den Einkauf"
"de","11 Net salary","11. Nettolohn/Rente"
"de","12 Source tax deduction","12. Quellensteuerabzug"
"de","13.1.1 Effective expenses travel","13.1.1 Effektive Spesen Reise, Verppflegung, Übernachtung"
"de","13.1.2 Effective other expenses","13.1.2 Effektive Spesen andere"
"de","13.2.1 Representation expenses","13.2.1 Pauschalspesen Repräsentation"
"de","13.2.2 Car expenses","13.2.2 Pauschalspesen Auto"
"de","13.2.3 Other net expenses","13.2.3 Pauschalspesen übrige"
"de","13.3 Education","13.3 Beiträge an die Weiterbildung"
"de","14 Other salary sides","14. Gehaltsnebenleistungen Art"
"de","15 Remarks","15. Bemerkungen"
"de","Label Printer","Etikettendrucker"
"de","Create Test PDF","Test-PDF erstellen"
"de","Create Label","Etikett erstellen"
"de","Canton","Kanton"
"de","Canton Code","Kantonsabkürzung"
"de","Country Code","Länderabkürzung"
"de","Set","Setzen"
"de","Import Pincodes","Postleitzahlen einlesen"
"de","Import started...","Import gestartet..."
"de","Successfully imported","Erfolgreich importiert"
"de","Abacus Export","Abacus Transferdatei"
"de","Export General Ledger to an Abacus transfer file","Exportiert Transaktionen in eine Abacus Transferdatei"
"de","to","bis"
"de","Create File","Datei erstellen"
"de","more records available (not shown)","es gibt weitere Einträge (nicht angezeigt)"
"de","No general ledger entries found.","Keine Transaktionen gefunden."
"de","Export flags reset","Export-Markierungen entfernt"
"de","Exported to Abacus","Nach Abacus exportiert"
"de","Reset export flags","Export-Markierungen entfernen"
"de","ERPNextSwiss Settings","ERPNextSwiss Einstellungen"
"de","Default Customer","Standardkunde"
"de","Use this to define a default customer","Setzt einen Standardkunden"
"de","Invoice Code Line Scanning","Rechnungsscanner"
"de","Default Item","Standardartikel"
"de","Contract","Vertrag"
"de","Contracts","Verträge"
"de","Automated Payments","Automatische Zahlungsabwicklung"
"de","Planning Period (Days)","Planungszeitraum (Tage)"
"de","Payment Reminder","Mahnung"
"de","Payment Reminder Level","Mahnungsstufe"
"de","Exclude From Payment Reminder Until","Von Mahnungsläufen ausschliessen bis"
"de","Level","Stufe"
"de","Create Payment Reminders","Mahnlauf durchführen"
"de","Payment Reminders created","Mahnlauf durchgeführt"
"de","Reminder Level","Mahnstufe"
"de","Reminder Charge","Mahngebühr"
"de","Auto Submit","Automatisch buchen"
"de","Reminder Charges","Mahngebühren"
"de","Highest Level","Höchste Stufe"
"de","Total before Charge","Zwischensumme"
"de","Total with Charge","Gesamtsumme"
"de","Are you sure you want to create payment reminders?","Sind Sie sicher, dass Sie Mahnungen erstellen möchten?"
"de","Is proposed","Abgeholt"
"de","Skonto Percent","Skonto-Prozent"
"de","Skonto Days","Skonto-Tage"
"de","Skonto Account","Skonto-Konto"
"de","Skonto Cost Center","Skonto-Kostenstelle"
"de","Enable LSV","LSV aktivieren"
"de","Direct Debit Proposal","Lastschrifteinzugsvorschlag"
"de","Create Direct Debit Proposal","Lastschrifteinzug vorbereiten"
"de","No available sales invoices found.","Keine verfügbaren Zahlungen gefunden."
"de","Download bank file","Bankdatei herunterladen"
"de","Receive to Account","Empfangendes Bankkonto"
"de","Banking","Bankverbindung"
"de","LSV Code","LSV-Code"
"de","LSV Date","LSV-Datum"
"de","Please provide an intermediate account.","Bitte geben Sie ein Zwischenkonto an."
"de","Please provide a skonto account and cost center.","Bitte geben Sie für den Skontoabzug ein Skonto-Konto und eine Kostenstelle an."
"de","Please select an account to receive to.","Bitte wählen Sie ein Zielkonto aus."
"de","Rechnungen gegen Zwischenkonto schliessen",
"de","Intermediate","Zw.Konto"
"de","Create Payment Proposal","Zahlungsvorschlag erstellen"
"de","Payment Proposal","Zahlungsvorschlag"
"de","No suitable invoices found.","Keine passenden Rechnungen gefunden."
"de","Intermediate Account","Zwischenkonto"
"de","Close Invoive on Intermediate Account","Rechnung auf Zwischenkonto schliessen"
"de","Please select an intermediate account.","Bitte ein Zwischenkonto wählen."
"de","Set Payment Date","Zahlungsdatum setzen"
"de","Pay from Account","Zahlungen von diesem Konto ausführen"
"de","Execute Payments On","Zahlungen an diesem Datum ausführen"
"de","Invoice Amount","Rechnungsbetrag"
"de","External Reference","Externe Referenz"
"de","Skonto Date","Skonto-Datum"
"de","Skonto Amount","Betrag mit Skonto"
"de","Individual payments","Jede Rechnung einzeln bezahlen"
"de","Bank Wizard","Bankassistent"
"de","Transaction matched","Zahlung zugewiesen"
"de"," transactions found"," Zahlungen gefunden"
"de","Please set the <b>default accounts</b> in <a href=\/desk#Form/Company/{0}\>{0}</a>.Bitte setzten Sie <b>Standardkonten</b> unter <a href=\/desk#Form/Company/{0}\>{0}</a>.",
"de","Please set the <b>default supplier</b> in <a href=\/desk#Form/ERPNextSwiss Settings\>ERPNextSwiss Settings</a>.","Bitte setzen Sie den <b>Standardlieferant</b> unter <a href=\""/desk#Form/ERPNextSwiss Settings\"">ERPNextSwiss Settings</a>."
"de","Please set the <b>default customer</b> in <a href=\/desk#Form/ERPNextSwiss Settings\>ERPNextSwiss Settings</a>.","Bitte setzen Sie den <b>Standardkunden</b> unter <a href=\""/desk#Form/ERPNextSwiss Settings\"">ERPNextSwiss Settings</a>."
"de","Please set the <b>intermediate bank account</b> in <a href=\/desk#Form/ERPNextSwiss Settings\>ERPNextSwiss Settings</a>.","Bitte setzen Sie ein <b>Zwischenkonto</b> unter <a href=\""/desk#Form/ERPNextSwiss Settings\"">ERPNextSwiss Settings</a>."
"de","An error occurred while parsing. Please check the log files.","Es ist ein Fehler aufgetreten. Bitte prüfen Sie die Fehlerprotokolle."
"de","Unsupported file format. Please use an xml or zip camt file","Dieses Format wird nicht unterstützt. Bitte verwenden Sie eine gültige XML- oder ZIP-Datei"
"de","Daily Closing Statement","Tagesabschluss"
"de","Statistics","Statistik"
"de","Total Sales","Total Umsatz"
"de","Average Sales","Durchschnittlicher Umsatz"
"de","Number of Customers","Anzahl Kunden"
"de","Highest Sale","Höchster Umsatz"
"de","Discounts","Rabatte"
"de","Count","Anzahl"
"de","Currencies","Währungen"
"de","Payment Modes","Zahlungsweisen"
"de","Inspection Equipment","Prüfmittel"
"de","Transaction","Transaktion"
"de","Calibration / Test","Kalibration / Test"
"de","Inspection Equipment Transaction","Prüfmittel Transaktion"
"de","General","Allgemein"
"de","Type","Typ"
"de","Manufacturer","Hersteller"
"de","Inventory Number","Inventar Nummer"
"de","Location","Ort"
"de","Measurement Range","Messbereich"
"de","Usage","Verwendung"
"de","Purchase Price","Einkaufspreis"
"de","Purchase Date","Beschaffungsdatum"
"de","Transaction Status","Transaktionsstatus"
"de","On Stock","An Lager"
"de","Taken","Entnommen"
"de","Calibration","Kalibration"
"de","Last Calibration","Letzte Kalibration"
"de","Next Calibration","Nächste Kalibration"
"de","Calibration Test Set","Kalibration Test Set"
"de","Calibration Test","Kalibration Test"
"de","Calibration Interval","Kalibrations Interval"
"de","Current Inspection Equipment Status","Aktueller Prüfmittel Transaktionsstatus"
"de","New Inspection Equipment Status","Neuer Prüfmittel Transaktionsstatus"
"de","Inspection Equipment Type","Prüfmitteltyp"
"de","Perform Test"," Test durchführen"
"de","Test Plan Items"," Testschritte"
"de","Operating Instructions"," Ausführungsanweisung"
"de","Test based on","Test basierend auf"
"de","Inspection Decision OK?","Prüfkriterium OK?"
"de","Inspection Decision OK","Prüfkriterium OK"
"de","Calibration / Test-Set","Kalibration / Test-Set"
"de","Caution","Achtung; der gemessene Wert liegt ausserhalb der Toleranzgrenzen!"
"de","To Calibrate","Zu Kalibrieren"
"de","Calibrated","Kalibriert"
"de","Without Calibration","Ohne Kalibration"
"de","Scrap","Verschrottet"
"de","Blocked","Gesperrt"
"de","in months","in Monaten"
"de","Taken by","Entnommen von"
"de","VAT query","MwSt-Abfrage"
"de","Non Conformity Report 8D","8D-Bericht"
"de","D1 Use a Team","D1 Zusammenstellen eines Teams für die Problemlösung"
"de","D2 Describe the Problem","D2 Problembeschreibung"
"de","D3 Develop Interim Containment Plan","D3 Sofortmassnahmen festlegen"
"de","D4 Determine and Verify Root Causes and Escape Points","D4 Fehlerursache(n) feststellen"
"de","D5 Verify Permanent Corrections (PCs) for Problem will resolve problem for the customer","D5 Planen von Abstellmassnahmen"
"de","D6 Define and Implement Corrective Actions","D6 Einführen der Abstellmassnahmen"
"de","D7 Prevent Recurrence / System Problems","D7 Fehlerwiederholung verhindern"
"de","D8 Congratulate the Main Contributors to your Team","D8 Würdigen der Teamleistung"
"de","Establish a team of people with product/process knowledge.","Die Mitglieder des Teams sollten über ausreichende Prozess- und Produktkenntnisse verfügen. Ebenso sollten sie zur Mitarbeit bereit sein und mit den notwendigen Kenntnissen und Kompetenzen ausgestattet sein, um das Problem auf seine Ursachen zu analysieren, Korrekturmassnahmen einzuleiten und ihre Wirksamkeit überwachen zu können."
"de","Specify the problem by identifying in quantifiable terms the who, what, where, when, why, how, and how many (5W2H) for the problem.","Das Problem ist so genau wie möglich zu definieren, wobei der Kern des Problems herausgearbeitet und quantifiziert werden sollte."
"de","Problem Description","Problembeschreibung"
"de","Define and implement containment actions to isolate the problem from any customer.","Sofortmassnahmen dienen der Schadensbegrenzung, sollen zumindest vorläufig die Lieferfähigkeit sicherstellen und die weitere Ausbreitung des Problems verhindern, bis eine dauerhafte Lösung gefunden ist (z. B. Absonderung durch Sortierprüfung oder 100 %-Prüfung fehlerverdächtigen Materials)."
"de","Interim Containment Plan","Kurzfristiger Plan"
"de","Identify all applicable causes that could explain why the problem has occurred. Also identify why the problem was not noticed at the time it occurred. All causes shall be verified or proved. One can use five whys or Ishikawa diagrams to map causes against the effect or problem identified.","Es wird nach Fehlerursachen gesucht und die wahrscheinlichste(n) Grundursache(n) durch Experimente, Tests und Vergleiche identifiziert und nachgewiesen."
"de","Root Cause Analysis","Ursachenanalyse"
"de","Using pre-production programs, quantitatively confirm that the selected correction will resolve the problem. (Verify that the correction will actually solve the problem.)","Es werden Massnahmen ermittelt, die die Grundursachen beseitigen können. Die optimale(n) Massnahme(n) werden ausgewählt und durch Versuche nachgewiesen, dass das Problem effektiv und auch effizient gelöst werden kann sowie keine unerwünschten Nebenwirkungen entstehen werden. Bei der Festlegung von Massnahmen steht die Fehlervermeidung und nicht die Fehlerentdeckung im Vordergrund."
"de","Remedial Actions","Abstellmassnahmen"
"de","Define and Implement the best corrective actions.","Die Abstellmassnahmen können sich auf Prozessparameter, Produktspezifikationen und andere Vorgabedokumente sowie auf Prüfmethoden und die Mitarbeiterqualifikation auswirken. Nach erfolgreicher Einführung der Abstellmassnahme(n) wird/werden die Sofortmassnahme(n) aufgehoben."
"de","Modify the management systems, operation systems, practices, and procedures to prevent recurrence of this and similar problems.","Es muss durch Vorbeugemassnahmen sichergestellt werden, dass gleiche oder ähnliche Fehler zukünftig ausgeschlossen werden. Die Wirksamkeit der getroffenen Massnahmen wird – z. B. durch Erhöhen der Prüfschärfe – über einen angemessenen Zeitraum überwacht. Hersteller von Produkten für die Automobil- und Luftfahrtindustrie sind aufgefordert, die im Rahmen der Ursachenfindung neu erkannten Risiken im Entwicklungs- und Herstellprozess nach der FMEA-Methode – failure mode and effects analysis (Fehlermöglichkeits- und Einflussanalyse) – (Risikoanalyse) zu bewerten und zu minimieren. Auch das Qualitätsmanagementsystem mit seinen festgelegten Verfahren und Regelungen wird möglicherweise an neue Anforderungen angepasst werden müssen."
"de","Recognize the collective efforts of the team. The team needs to be formally thanked by the organization.","Die gemeinsame Anstrengung wird gewürdigt und die Erfahrungen ausgetauscht."
"de","Invalid ESR Code Line","Ungültige ESR-Zeile"
"de","Scan Invoice","Rechnung scannen"
"de","ESR Amount","ESR Betrag"
"de","Amount Deviation","Betrags Abweichung"
"de","Add negative deviation as discount","Negative Abweichung als Rabatt hinzufügen"
"de","Add positive deviation as additional item","Positive Abweichung als Artikel hinzufügen"
"de","Positive Deviation Item","Artikel für positive Abweichung"
"de","Default Item","Standard-Artikel"
"de","Tax Rate in %","MWST in %"
"de","ESR Reference","ESR Referenz"
"de","ESR Participant","ESR Teilnehmer"
"de","Process","Verarbeiten"
"de","Supplier matched","Lieferant gefunden"
"de","Supplier found, but does not match with Invoice Supplier!","Lieferant gefunden, er stimmt aber nicht mit dem Lieferant auf der Rechnung überein!"
"de","No Supplier found! Fetched default Supplier.","Kein Lieferant gefunden! Der Standard-Lieferant wurde geladen."
"de","Multiple Supplier found, please choose one!","Mehere Lieferanten gefunden, bitte Auswahl treffen!"
"de","ESR / Invoice amount matched","ESR- / Rechnungs-Betrag stimmt überein"
"de","Default Positive Deviation Item","Standard-Artikel für positive Abweichung"
"de","Default Tax Rate","Standard MWST-Satz"
"de","Amount incl.","Betrag inkl."
"de","VAT","MwSt"
"de","Amount HT","Menge HT"
"de","Additional information","Zusätzliche Informationen"
"de","Payment part","Zahlteil"
"de","Amount","Betrag"
"de","Currency","Währung"
"de","Reference number","Referenznummer"
"de","Payable by","Zahlbar durch"
"de","Account / Payable to","Konto / Zahlbar an"
"de","Receipt","Empfangsschein"
